NODE_53_length_17133_cov_26.793536	17133	0	0
NODE_470_length_5734_cov_22.549921	5734	0	0
NODE_1825_length_2621_cov_23.980904	2621	0	0
NODE_318_length_7213_cov_20.946354	7213	0	0
NODE_87_length_13651_cov_20.941600	13651	0	0
NODE_126_length_11517_cov_31.124324	11517	0	0
NODE_242_length_8196_cov_31.492323	8196	0	0
NODE_400_length_6323_cov_18.731015	6323	0	0
NODE_1209_length_3308_cov_21.520135	3308	0	0
NODE_328_length_7150_cov_20.865398	7150	0	0
NODE_2543_length_2196_cov_846.856609	2196	0	0
NODE_42_length_19248_cov_24.404731	19248	2	0
NODE_689_length_4595_cov_25.634141	4595	0	0
NODE_101_length_12842_cov_23.983655	12842	0	0
NODE_22_length_22937_cov_28.106328	22937	0	0
NODE_1469_length_2973_cov_18.607951	2973	0	0
NODE_869_length_3992_cov_18.857760	3992	0	0
NODE_1034_length_3611_cov_93.436445	3611	0	0
NODE_82_length_14272_cov_26.215587	14272	0	0
NODE_24_length_22288_cov_27.237845	22288	0	0
NODE_291_length_7445_cov_24.443302	7445	0	0
NODE_62_length_16042_cov_34.710390	16042	0	0
NODE_858_length_4018_cov_41.265203	4018	0	0
NODE_71_length_15091_cov_24.632016	15091	0	0
NODE_1212_length_3295_cov_17.340123	3295	0	0
NODE_14_length_27893_cov_32.854264	27893	0	0
NODE_1305_length_3166_cov_17.832851	3166	0	0
NODE_2339_length_2290_cov_32.111409	2290	0	0
NODE_477_length_5667_cov_34.452067	5667	0	0
NODE_1997_length_2480_cov_20.190928	2480	0	0
NODE_234_length_8333_cov_24.482846	8333	0	0
NODE_254_length_7976_cov_22.222068	7976	0	0
NODE_102_length_12688_cov_25.182459	12688	0	0
NODE_56_length_16935_cov_28.517299	16935	0	0
NODE_1736_length_2714_cov_76.034599	2714	0	0
NODE_422_length_6099_cov_21.441430	6099	0	0
NODE_13_length_28505_cov_24.961476	28505	0	0
NODE_1405_length_3047_cov_20.046457	3047	0	0
NODE_2042_length_2451_cov_30.600584	2451	0	0
NODE_313_length_7266_cov_24.626404	7266	0	0
NODE_129_length_11388_cov_22.189976	11388	0	0
NODE_142_length_10690_cov_25.509356	10690	0	0
NODE_33_length_20118_cov_27.608483	20118	0	0
NODE_215_length_8605_cov_28.024912	8605	0	0
NODE_2040_length_2452_cov_19.692115	2452	0	0
NODE_1273_length_3202_cov_18.446775	3202	0	0
NODE_94_length_13119_cov_20.927358	13119	0	0
NODE_163_length_10122_cov_20.504321	10122	0	0
NODE_7_length_31587_cov_28.495275	31587	0	0
NODE_993_length_3701_cov_23.313220	3701	0	0
NODE_86_length_13775_cov_27.336443	13775	0	0
NODE_117_length_11803_cov_28.912070	11803	0	0
NODE_2920_length_2045_cov_29.271357	2045	0	0
NODE_80_length_14495_cov_24.259903	14495	0	0
NODE_398_length_6343_cov_19.881520	6343	0	0
NODE_1036_length_3603_cov_20.462796	3603	0	0
NODE_2432_length_2245_cov_18.989498	2245	0	0
NODE_308_length_7320_cov_29.218720	7320	0	0
NODE_138_length_10854_cov_24.323363	10854	0	0
NODE_136_length_10960_cov_25.941495	10960	0	0
NODE_46_length_18064_cov_24.497362	18064	0	0
NODE_1201_length_3326_cov_25.531642	3326	0	0
NODE_41_length_19279_cov_30.592385	19279	0	0
NODE_137_length_10895_cov_24.146310	10895	0	0
NODE_1632_length_2792_cov_29.781876	2792	0	0
NODE_201_length_8937_cov_24.428395	8937	0	0
NODE_432_length_5981_cov_28.575768	5981	0	0
NODE_1161_length_3394_cov_25.323151	3394	0	0
NODE_266_length_7775_cov_19.647798	7775	2	0
NODE_2051_length_2446_cov_26.280636	2446	0	0
NODE_862_length_4013_cov_28.538151	4013	0	0
NODE_464_length_5786_cov_18.806317	5786	0	0
NODE_2406_length_2256_cov_18.078601	2256	0	0
NODE_1917_length_2536_cov_25.621121	2536	0	0
NODE_11_length_29743_cov_27.020816	29743	0	0
